"Code","Description","Parent","Table","Version"
"L7316","Local wet waste pumps","L731","L","1.4"
"L73161","Combined macerator-pumps","L7316","L","1.4"
"L7317","Local wet waste treatment","L731","L","1.4"
"L73171","Package plant","L7317","L","1.4"
"L73172","Septic tanks","L7317","L","1.4"
"L73173","Cesspools","L7317","L","1.4"
"L73174","Interceptor tanks/filters/traps","L7317","L","1.4"
"L73175","Grey water recycling","L7317","L","1.4"
"L7318","Alarm systems for liquids","L731","L","1.4"
"L732","Solid waste handling products","L73","L","1.4"
"L7321","Local solid waste collection","L732","L","1.4"
"L73211","Hoppers","L7321","L","1.4"
"L73212","Refuse disposal chutes","L7321","L","1.4"
"L73213","Dust control equipment","L7321","L","1.4"
"L7322","Local solid waste treatment","L732","L","1.4"
"L73221","Incinerators","L7322","L","1.4"
"L73222","Compactors and balers","L7322","L","1.4"
"L73223","Crushers","L7322","L","1.4"
"L73224","Shredding machines","L7322","L","1.4"
"L733","Gaseous waste handling products","L73","L","1.4"
"L7331","Flues and chimneys","L733","L","1.4"
"L73311","Complete flue and chimney systems","L7331","L","1.4"
"L73312","Flue linings","L7331","L","1.4"
"L73313","Flue terminals, chimney pots","L7331","L","1.4"
"L73314","Flue gas/fume treatment devices","L7331","L","1.4"
"L73315","Flue accessories","L7331","L","1.4"
"L7332","Alarm systems for gases","L733","L","1.4"
"L734","Collected liquid waste handling products","L73","L","1.4"
"L7341","Paint","L734","L","1.4"
"L74","Electric power and lighting services products","L7","L","1.4"
"L741","Power storage devices","L74","L","1.4"
"L7411","Batteries","L741","L","1.4"
"L7412","Uninterruptible power supply (UPS)","L741","L","1.4"
"L7413","Other power storage devices","L741","L","1.4"
"L742","Transformation devices","L74","L","1.4"
"L7421","Electrical generators","L742","L","1.4"
"L74211","Electrical generating sets","L7421","L","1.4"
"L74212","Turbine driven generating sets","L7421","L","1.4"
"L74213","Engine driven generating sets (gas or liquid fuel)","L7421","L","1.4"
"L74214","Wind driven generating sets","L7421","L","1.4"
"L74215","Combined electrical motor and generating sets","L7421","L","1.4"
"L74216","Photovoltaic cells/solar panels","L7421","L","1.4"
"L7422","Transformers/converters","L742","L","1.4"
"L74221","Transformers","L7422","L","1.4"
"L74222","Conversion sets","L7422","L","1.4"
"L7423","Electric motors","L742","L","1.4"
"L74231","Direct current motors","L7423","L","1.4"
"L74232","Alternating current motors","L7423","L","1.4"
"L743","Protection devices","L74","L","1.4"
"L7431","Devices to protect against electric shocks","L743","L","1.4"
"L7432","Protection of electricity supply","L743","L","1.4"
"L74321","Devices to protect against excess current (fuses, circuit breakers)","L7432","L","1.4"
"L74322","Overvoltage arresters","L7432","L","1.4"
"L74323","Fault protection devices","L7432","L","1.4"
"L7433","Lightning conductors","L743","L","1.4"
"L744","Treatment devices","L74","L","1.4"
"L7441","Power factor control devices","L744","L","1.4"
"L7442","Harmonic control devices","L744","L","1.4"
"L745","Measuring and recording devices","L74","L","1.4"
"L7451","Meters","L745","L","1.4"
"L74511","Power meters","L7451","L","1.4"
"L74512","Voltage meters","L7451","L","1.4"
"L74513","Resistance meters","L7451","L","1.4"
"L74514","Frequency meters","L7451","L","1.4"
"L74515","Multi-meters","L7451","L","1.4"
"L7452","Recording devices","L745","L","1.4"
"L74521","Watt-hour recorders (electricity meters)","L7452","L","1.4"
"L746","Distribution devices","L74","L","1.4"
"L7461","Power supply control devices","L746","L","1.4"
"L74611","Switches","L7461","L","1.4"
"L74612","Distribution boards","L7461","L","1.4"
"L74613","Photoelectric cells","L7461","L","1.4"
"L7462","Conductors","L746","L","1.4"
"L74621","LV cables","L7462","L","1.4"
"L746211","Wiring cables","L74621","L","1.4"
"L74622","HV cables","L7462","L","1.4"
"L74623","Busbars","L7462","L","1.4"
"L7463","Conduit, trunking and ducts (floor ducting, cable protection)","L746","L","1.4"
"L7464","Control gear","L746","L","1.4"
"L7465","Conductor couplings","L746","L","1.4"
"L7466","Junction boxes, terminal boxes","L746","L","1.4"
"L7467","Insulators/insulation (other than cable protection)","L746","L","1.4"
"L7468","Lighting control systems","L746","L","1.4"
"L747","Terminal devices","L74","L","1.4"
"L7471","Socket outlets","L747","L","1.4"
"L74711","Shaving sockets","L7471","L","1.4"
"L74712","Adapters","L7471","L","1.4"
"L74713","Socket protectors","L7471","L","1.4"
"L7472","Plug connectors (pin plugs)","L747","L","1.4"
"L7473","Fixed luminaires (lighting fittings)","L747","L","1.4"
"L74731","Fixed luminaires for general lighting","L7473","L","1.4"
"L74732","Circulation luminaires and security lighting","L7473","L","1.4"
"L747321","Emergency lighting","L74732","L","1.4"
"L747322","Illuminated signs","L74732","L","1.4"
"L747323","Navigation lighting","L74732","L","1.4"
"L747324","Security lighting","L74732","L","1.4"
"L74733","Specialised location luminaires","L7473","L","1.4"
"L747331","Medical/hospital lighting","L74733","L","1.4"
"L747332","Display lighting","L74733","L","1.4"
"L747333","Stage, theatre, nightclub lighting","L74733","L","1.4"
"L747334","TV/film studio lighting","L74733","L","1.4"
"L747335","Photographic lighting","L74733","L","1.4"
"L747336","Underwater lighting","L74733","L","1.4"
"L747337","Street lighting","L74733","L","1.4"
"L747338","Lasers","L74733","L","1.4"
"L74734","Special purpose luminaires","L7473","L","1.4"
"L747341","Impact resistant lighting","L74734","L","1.4"
"L747342","Flameproof lighting","L74734","L","1.4"
"L747343","Dustproof lighting","L74734","L","1.4"
"L747344","Non-corroding lighting","L74734","L","1.4"
"L747345","Waterproof lighting","L74734","L","1.4"
"L747346","Infra-red lighting","L74734","L","1.4"
"L747347","Ultra-violet lighting","L74734","L","1.4"
"L747348","Floodlighting","L74734","L","1.4"
"L74735","Light switches","L7473","L","1.4"
"L747351","Dimmer switches","L74735","L","1.4"
"L747352","Dolly/rocker switches","L74735","L","1.4"
"L747353","Switches for flashing light effects","L74735","L","1.4"
"L747354","Light-sensitive switches","L74735","L","1.4"
"L747355","Lighting time switches","L74735","L","1.4"
"L74736","Lighting accessories","L7473","L","1.4"
"L747361","Diffusers","L74736","L","1.4"
"L747362","Lampholders","L74736","L","1.4"
"L747363","Lighting track","L74736","L","1.4"
"L747364","Ballasts for fluorescent lamps","L74736","L","1.4"
"L747365","Lampshades","L74736","L","1.4"
"L7474","Lamps","L747","L","1.4"
"L74741","Light bulbs (incandescent lamps)","L7474","L","1.4"
"L74742","Halogen lamps","L7474","L","1.4"
"L74743","Discharge lamps","L7474","L","1.4"
"L74744","Fibre optic lamps","L7474","L","1.4"
"L7475","Lighting sources other than electricity","L747","L","1.4"
"L75","Climate control plant and equipment (HVAC)","L7","L","1.4"
"L751","Complete climate control systems","L75","L","1.4"
"L7511","Complete heating systems","L751","L","1.4"
"L75111","Micro-CHP packages","L7511","L","1.4"
"L7512","Complete cooling systems","L751","L","1.4"
"L7513","Complete mechanical ventilation systems","L751","L","1.4"
"L7514","Complete air conditioning systems","L751","L","1.4"
"L75141","Purpose designed central air conditioning systems","L7514","L","1.4"
"L75142","Packaged systems, self-contained","L7514","L","1.4"
"L75143","Packaged systems, split system","L7514","L","1.4"
"L75144","Close control systems","L7514","L","1.4"
"L752","Transformation and conversion of energy","L75","L","1.4"
"L7521","Boilers, central heat generators","L752","L","1.4"
"L75211","Gas fired boilers","L7521","L","1.4"
"L75212","Oil fired boilers","L7521","L","1.4"
"L75213","Electric boilers","L7521","L","1.4"
"L75214","Solid fuel boilers","L7521","L","1.4"
"L75215","Multi-fuel boilers","L7521","L","1.4"
"L75216","Heat generators, warm air","L7521","L","1.4"
"L75217","Steam generators","L7521","L","1.4"
"L75218","Heat generators, thermal liquid","L7521","L","1.4"
"L7522","Electric heaters","L752","L","1.4"
"L75221","Convectors","L7522","L","1.4"
"L75222","Storage heaters","L7522","L","1.4"
"L75223","Combined convector/convector-storage heaters","L7522","L","1.4"
"L75224","Electric bar heaters (electric fires)","L7522","L","1.4"
"L75225","Radiant heat and light","L7522","L","1.4"
"L75226","Halogen heat lamps","L7522","L","1.4"
"L75227","Embedded electric heating terminals","L7522","L","1.4"
"L75228","Surface heating products","L7522","L","1.4"
"L7523","Non-electric local heating units","L752","L","1.4"
"L75231","Gas fires","L7523","L","1.4"
"L75232","Space heaters (other than electric)","L7523","L","1.4"
"L75233","Open fires (solid fuel)","L7523","L","1.4"
"L75234","Stoves (solid fuel)","L7523","L","1.4"
"L75235","Oil heaters","L7523","L","1.4"
"L75236","Fires with back boilers","L7523","L","1.4"
"L7524","Heat pumps","L752","L","1.4"
"L7525","Refrigeration/freeze plant","L752","L","1.4"
"L75251","Refrigerant condensers","L7525","L","1.4"
"L75252","Refrigerant evaporators","L7525","L","1.4"
"L75253","Refrigerant compressors","L7525","L","1.4"
"L75254","Refrigerant coolers","L7525","L","1.4"
"L75255","Refrigeration and freeze media","L7525","L","1.4"
"L7526","Local cooling/air conditioning units","L752","L","1.4"
"L75261","Room air conditioners, self-contained","L7526","L","1.4"
"L75262","Portable air conditioning units","L7526","L","1.4"
"L75263","Air curtains","L7526","L","1.4"
"L7527","Solar collectors","L752","L","1.4"
"L7528","Heat exchangers/heat recovery","L752","L","1.4"
"L7529","Cooling towers","L752","L","1.4"
"L753","Impelling equipment","L75","L","1.4"
"L7531","HVAC circulation pumps","L753","L","1.4"
"L75311","Circulation pumps, hot water","L7531","L","1.4"
"L75312","Circulation pumps, chilled water","L7531","L","1.4"
"L75313","Pumps accessories","L7531","L","1.4"
"L7532","HVAC compressors","L753","L","1.4"
"L7533","HVAC fans for ductlines","L753","L","1.4"
"L7534","Mechanical ventilation, extraction","L753","L","1.4"
"L75341","Industrial extraction fans","L7534","L","1.4"
"L75342","Emergency smoke/fire extraction/vents","L7534","L","1.4"
"L75343","Fume cupboards, fume extraction","L7534","L","1.4"
"L75344","Fans, domestic","L7534","L","1.4"
"L75345","Fan accessories","L7534","L","1.4"
"L75346","Room air circulation fans","L7534","L","1.4"
"L7535","Natural ventilation/extraction","L753","L","1.4"
"L75351","Passive stack ventilation systems","L7535","L","1.4"
"L75352","Wind tower ventilation systems","L7535","L","1.4"
"L7536","Mechanical ventilation, supply","L753","L","1.4"
"L75361","Industrial supply fans","L7536","L","1.4"
"L754","Treatment","L75","L","1.4"
"L7541","Treatment of circulation liquids","L754","L","1.4"
"L7542","Supply air treatment","L754","L","1.4"
"L75421","Air filters","L7542","L","1.4"
"L75422","Humidifiers","L7542","L","1.4"
"L75423","Dehumidifiers","L7542","L","1.4"
"L75424","Ionizers","L7542","L","1.4"
"L75425","Air fresheners","L7542","L","1.4"
"L755","Measuring, detection and control devices","L75","L","1.4"
"L7551","Temperature controls","L755","L","1.4"
"L75511","Zone controls","L7551","L","1.4"
"L75512","Optimum start controls","L7551","L","1.4"
"L75513","Programmers","L7551","L","1.4"
"L75514","Room thermostats","L7551","L","1.4"
"L75515","Frost-stats","L7551","L","1.4"
"L7552","Plant and services control","L755","L","1.4"
"L75521","Pressure controls","L7552","L","1.4"
"L75522","Flow controls","L7552","L","1.4"
"L75523","Concentration controls","L7552","L","1.4"
"L756","Distribution","L75","L","1.4"
"L7561","Ductwork, ducts","L756","L","1.4"
"L75611","Ductwork valves","L7561","L","1.4"
"L75612","Fire dampers for air ductlines","L7561","L","1.4"
"L75613","Fire shutters for air ductlines","L7561","L","1.4"
"L75614","Guide vanes","L7561","L","1.4"
"L75615","Air mixers","L7561","L","1.4"
"L75616","Ductwork couplings/connectors","L7561","L","1.4"
"L75617","Access fittings for ductwork","L7561","L","1.4"
"L75618","Duct silencers","L7561","L","1.4"
"L7562","Central heating terminals","L756","L","1.4"
"L75621","Radiators","L7562","L","1.4"
"L756211","Air separators","L75621","L","1.4"
"L756212","Radiator valves","L75621","L","1.4"
"L75622","Convectors for central heating","L7562","L","1.4"
"L75623","Radiation panels","L7562","L","1.4"
"L75624","Embedded heating terminals","L7562","L","1.4"
"L75625","Finned pipes","L7562","L","1.4"
"L75626","Heated towel rails","L7562","L","1.4"
"L75627","Underfloor heating","L7562","L","1.4"
"L7563","Terminals for treated/untreated air","L756","L","1.4"
"L7564","Chilled ceilings/chilled beams","L756","L","1.4"
"L757","Maintenance and testing products","L75","L","1.4"
"L7571","Maintenance of climate control and services plant","L757","L","1.4"
"L7572","Plant and service test equipment","L757","L","1.4"
"L76","Information/communication services products","L7","L","1.4"
"L761","General information systems","L76","L","1.4"
"L7611","Audio information","L761","L","1.4"
"L76111","Audio systems","L7611","L","1.4"
"L76112","Sound signal systems","L7611","L","1.4"
"L76113","Public address systems","L7611","L","1.4"
"L76114","Paging systems","L7611","L","1.4"
"L76115","Amplifiers","L7611","L","1.4"
"L76116","Loudspeakers","L7611","L","1.4"
"L76117","Microphones","L7611","L","1.4"
"L76118","Induction loop systems","L7611","L","1.4"
"L7612","Visual information","L761","L","1.4"
"L76121","Time distribution systems","L7612","L","1.4"
"L76122","News tray systems","L7612","L","1.4"
"L76123","Projection systems","L7612","L","1.4"
"L761231","Projection screens","L76123","L","1.4"
"L761232","Slide projectors","L76123","L","1.4"
"L761233","Overhead projectors","L76123","L","1.4"
"L76124","Visual signals for buildings","L7612","L","1.4"
"L7613","Audio-visual information","L761","L","1.4"
"L76131","Broadcasting equipment","L7613","L","1.4"
"L76132","Broadcast receiving equipment","L7613","L","1.4"
"L76133","AV recording equipment","L7613","L","1.4"
"L76134","Presentation systems","L7613","L","1.4"
"L761341","Video monitors/walls","L76134","L","1.4"
"L761342","Film projectors","L76134","L","1.4"
"L762","Safety and security information systems","L76","L","1.4"
"L7621","Access controls","L762","L","1.4"
"L76211","Access and counting systems","L7621","L","1.4"
"L76212","Code reading systems","L7621","L","1.4"
"L76213","Electronic key systems","L7621","L","1.4"
"L76214","Time management systems","L7621","L","1.4"
"L7622","Presence detection","L762","L","1.4"
"L76221","Systems","L7622","L","1.4"
"L762211","Intruder alarms","L76221","L","1.4"
"L762212","Continuous wiring systems","L76221","L","1.4"
"L762213","Vibration detector systems","L76221","L","1.4"
"L762214","Light beam systems","L76221","L","1.4"
"L762215","Ultrasonic systems","L76221","L","1.4"
"L762216","Air pressure differential systems","L76221","L","1.4"
"L762217","Electrical capacitance systems","L76221","L","1.4"
"L762218","Manual alert control","L76221","L","1.4"
"L76222","Devices","L7622","L","1.4"
"L762221","Surveillance mirrors","L76222","L","1.4"
"L762222","Micro-switch contacts for doors and windows","L76222","L","1.4"
"L762223","Pressure mats","L76222","L","1.4"
"L762224","Infra-red radiation detectors","L76222","L","1.4"
"L762225","Microphone connected noise detectors","L76222","L","1.4"
"L762226","Microwave detectors","L76222","L","1.4"
"L7623","Emergency alarms","L762","L","1.4"
"L76231","Alarm systems for the disabled","L7623","L","1.4"
"L7624","Built-in failure detection","L762","L","1.4"
"L7625","Fire/smoke detection/alarm systems","L762","L","1.4"
"L76251","Control and indicating equipment","L7625","L","1.4"
"L76252","Fire/smoke detectors","L7625","L","1.4"
"L76253","Alarms/sounders","L7625","L","1.4"
"L76254","Alarm glass","L7625","L","1.4"
"L7626","Closed circuit television systems (CCTV)","L762","L","1.4"
"L76261","Cameras","L7626","L","1.4"
"L76262","Monitors","L7626","L","1.4"
"L7627","Door bells/chimes","L762","L","1.4"
"L763","Communication systems (two-way transmission)","L76","L","1.4"
"L7631","Telephone based systems","L763","L","1.4"
"L76311","Single line telephone systems","L7631","L","1.4"
"L763111","Answering machines","L76311","L","1.4"
"L763112","Fax machines","L76311","L","1.4"
"L76312","Multiple line telephone systems","L7631","L","1.4"
"L763121","Private automatic branch exchange systems (PABX)","L76312","L","1.4"
"L763122","Direct in-dialling systems (DID)","L76312","L","1.4"
"L7632","Intercom systems","L763","L","1.4"
"L76321","Door entry telephones","L7632","L","1.4"
"L7633","Conference systems","L763","L","1.4"
"L7634","Voting systems","L763","L","1.4"
"L764","Building management systems","L76","L","1.4"
"L7641","BEMS","L764","L","1.4"
"L7642","Home control systems","L764","L","1.4"
"L765","Pipe inspection CCTV systems","L76","L","1.4"
"L766","Communication cables","L76","L","1.4"
"L7661","Coaxial","L766","L","1.4"
"L7662","Fibre optic","L766","L","1.4"
"L77","Transport services products","L7","L","1.4"
"L771","Lifts","L77","L","1.4"
"L7711","Suspended","L771","L","1.4"
"L7712","Hydraulic","L771","L","1.4"
"L7713","Rack and pinion","L771","L","1.4"
"L7714","Scissor lifts","L771","L","1.4"
"L7715","Stairlifts","L771","L","1.4"
"L7716","Hoists for disabled users","L771","L","1.4"
"L772","Escalators and conveyors","L77","L","1.4"
